INFO || 2022-11-17 01:25:15,295 || Subs checked
INFO || 2022-11-17 01:25:15,345 || Bot: TestSignalBot [@Test5ignalBot]
INFO || 2022-11-17 01:25:15,938 || Start polling.
INFO || 2022-11-26 00:49:14,960 || Subs checked
INFO || 2022-11-27 00:49:15,050 || Subs checked
INFO || 2022-11-28 00:49:15,137 || Subs checked
INFO || 2022-11-29 00:49:15,186 || Subs checked
INFO || 2022-11-30 00:49:15,272 || Subs checked
INFO || 2022-12-01 00:49:15,493 || Subs checked
